display_id,source_id,dataset,status
S3331,mosi_d6hH302o4v8_34,mosi,active
S3332,iemocap_Ses05M_impro02_F019,iemocap,active
S3333,iemocap_Ses05M_script02_2_F032,iemocap,active
S3334,iemocap_Ses01M_script02_2_F018,iemocap,active
S3335,iemocap_Ses01M_impro07_F007,iemocap,active
S3336,iemocap_Ses04F_script01_2_F003,iemocap,active
S3337,chsims_aqgy4_0016_00005,chsims,active
S3338,meld_dia931_utt2,meld,active
S3339,chsims_video_0024_0036,chsims,active
S3340,iemocap_Ses04F_script03_2_F035,iemocap,active
S3341,meld_dia506_utt7,meld,active
S3342,chsims_video_0026_0009,chsims,active
S3343,mosi_QN9ZIUWUXsY_9,mosi,active
S3344,iemocap_Ses02F_impro06_F001,iemocap,active
S3345,mosi_vyB00TXsimI_2,mosi,active
S3346,mustard_1_8136,mustard,active
S3347,meld_dia508_utt14,meld,active
S3348,meld_dia940_utt5,meld,active
S3349,meld_dia841_utt4,meld,active
S3350,iemocap_Ses04F_script02_2_F002,iemocap,active
S3351,iemocap_Ses02F_script03_1_M032,iemocap,active
S3352,meld_dia219_utt0,meld,active
S3353,mustard_1_12002,mustard,active
S3354,iemocap_Ses02F_script03_2_F035,iemocap,active
S3355,mosi_OtBXNcAL_lE_4,mosi,active
S3356,chsims_aqgy4_0001_00025,chsims,active
S3357,meld_dia504_utt12,meld,active
S3358,mustard_1_10009,mustard,active
S3359,meld_dia872_utt4,meld,active
S3360,mosi_Bfr499ggo-0_20,mosi,active
S3361,chsims_aqgy5_0013_00017,chsims,active
S3362,iemocap_Ses04M_script01_3_F014,iemocap,active
S3363,chsims_aqgy4_0001_00009,chsims,active
S3364,chsims_aqgy4_0012_00034,chsims,active
S3365,mosi_W8NXH0Djyww_7,mosi,active
S3366,chsims_video_0012_0016,chsims,active
S3367,mustard_2_158,mustard,active
S3368,meld_dia477_utt10,meld,active
S3369,meld_dia271_utt4,meld,active
S3370,iemocap_Ses02F_impro03_F021,iemocap,active
S3371,chsims_aqgy5_0014_00019,chsims,active
S3372,mustard_2_587,mustard,active
S3373,iemocap_Ses02M_impro04_M010,iemocap,active
S3374,meld_dia132_utt0,meld,active
S3375,iemocap_Ses03M_impro08b_M002,iemocap,active
S3376,meld_dia275_utt11,meld,active
S3377,chsims_csbgs2_0002_00006,chsims,active
S3378,chsims_test11_00011,chsims,active
S3379,meld_dia546_utt18,meld,active
S3380,mustard_1_6092,mustard,active
S3381,meld_dia200_utt1,meld,active
S3382,mosi_c7UH_rxdZv4_23,mosi,active
S3383,meld_dia251_utt0,meld,active
S3384,chsims_video_0012_0034,chsims,active
S3385,mosi_BioHAh1qJAQ_24,mosi,active
S3386,iemocap_Ses04M_impro06_F009,iemocap,active
S3387,chsims_aqgy5_0011_00033,chsims,active
S3388,iemocap_Ses02M_impro07_M003,iemocap,active
S3389,chsims_video_0012_0026,chsims,active
S3390,meld_dia832_utt11,meld,active
S3391,chsims_video_0046_0023,chsims,active
S3392,iemocap_Ses05F_impro07_M026,iemocap,active
S3393,mustard_2_546,mustard,active
S3394,iemocap_Ses01M_impro06_M015,iemocap,active
S3395,iemocap_Ses03F_script03_1_F012,iemocap,active
S3396,meld_dia374_utt13,meld,active
S3397,chsims_video_0054_0058,chsims,active
S3398,chsims_aqgy5_0031_00016,chsims,active
S3399,mosi_bOL9jKpeJRs_25,mosi,active
S3400,mustard_1_11042,mustard,active
S3401,meld_dia184_utt15,meld,active
S3402,chsims_aqgy4_0018_00012,chsims,active
S3403,meld_dia109_utt1,meld,active
S3404,meld_dia221_utt1,meld,active
S3405,iemocap_Ses02F_impro04_F004,iemocap,active
S3406,iemocap_Ses03M_script02_2_F048,iemocap,active
S3407,meld_dia346_utt6,meld,active
S3408,chsims_aqgy5_0036_00014,chsims,active
S3409,mosi_tmZoasNr4rU_7,mosi,active
S3410,mustard_1_11723,mustard,active
S3411,chsims_test5_00013,chsims,active
S3412,iemocap_Ses01F_impro05_F011,iemocap,active
S3413,iemocap_Ses03M_script01_1_F031,iemocap,active
S3414,chsims_video_0030_0036,chsims,active
S3415,mustard_1_11232,mustard,active
S3416,mosi_atnd_PF-Lbs_14,mosi,active
S3417,iemocap_Ses04F_script02_1_F014,iemocap,active
S3418,chsims_aqgy5_0012_00020,chsims,active
S3419,iemocap_Ses02M_impro03_M014,iemocap,active
S3420,meld_dia992_utt13,meld,active
S3421,meld_dia54_utt10,meld,active
S3422,chsims_video_0048_0021,chsims,active
S3423,mosi_Ci-AH39fi3Y_15,mosi,active
S3424,meld_dia480_utt3,meld,active
S3425,mustard_2_170,mustard,active
S3426,iemocap_Ses02M_impro06_M019,iemocap,active
S3427,meld_dia917_utt5,meld,active
S3428,mosi_d6hH302o4v8_23,mosi,active
S3429,mosi_etzxEpPuc6I_17,mosi,active
S3430,iemocap_Ses03M_script03_2_F043,iemocap,active
S3431,mosi_d6hH302o4v8_4,mosi,active
S3432,chsims_aqgy3_0001_00012,chsims,active
S3433,mustard_2_457,mustard,active
S3434,mosi_dq3Nf_lMPnE_8,mosi,active
S3435,meld_dia64_utt6,meld,active
S3436,iemocap_Ses03M_script02_1_M028,iemocap,active
S3437,mosi_7JsX8y1ysxY_37,mosi,active
S3438,meld_dia202_utt7,meld,active
S3439,meld_dia865_utt4,meld,active
S3440,mosi_d6hH302o4v8_1,mosi,active
S3441,iemocap_Ses05F_script03_2_M038,iemocap,active
S3500,chsims_aqgy5_0009_00039,chsims,active
S3501,chsims_aqgy5_0017_00043,chsims,active
S3502,chsims_aqgy5_0009_00002,chsims,active
S3503,mosi_yDtzw_Y-7RU_18,mosi,active
S3504,meld_dia74_utt4,meld,active
S3505,meld_dia450_utt2,meld,active
S3506,meld_dia410_utt5,meld,active
S3507,iemocap_Ses04M_script03_2_M018,iemocap,active
S3508,iemocap_Ses04M_script01_1_M044,iemocap,active
S3509,chsims_aqgy5_0002_00013,chsims,active
S3510,meld_dia582_utt0,meld,active
S3511,iemocap_Ses02F_script01_2_F000,iemocap,active
S3512,iemocap_Ses05M_script01_1b_F003,iemocap,active
S3513,meld_dia187_utt1,meld,active
S3514,mosi_TvyZBvOMOTc_6,mosi,active
S3515,iemocap_Ses04M_script01_2_F014,iemocap,active
S3516,chsims_video_0025_0013,chsims,active
S3517,mosi_QN9ZIUWUXsY_15,mosi,active
S3518,iemocap_Ses02F_script01_3_M013,iemocap,active
S3519,meld_dia612_utt5,meld,active
S3520,mosi_nzpVDcQ0ywM_16,mosi,active
S3521,meld_dia872_utt2,meld,active
S3522,iemocap_Ses05M_script03_2_M004,iemocap,active
S3523,chsims_aqgy4_0012_00040,chsims,active
S3524,chsims_video_0012_0040,chsims,active
S3525,chsims_video_0005_0001,chsims,active
S3526,iemocap_Ses03M_impro03_F025,iemocap,active
S3527,mosi_G-xst2euQUc_9,mosi,active
S3528,meld_dia449_utt12,meld,active
S3529,iemocap_Ses03M_script03_1_M022,iemocap,active
S3530,mosi_yDtzw_Y-7RU_13,mosi,active
S3531,mosi_rnaNMUZpvvg_10,mosi,active
S3532,chsims_aqgy5_0014_00042,chsims,active
S3533,chsims_video_0055_0027,chsims,active
S3534,meld_dia862_utt2,meld,active
S3535,meld_dia659_utt9,meld,active
S3536,iemocap_Ses02M_script02_2_M020,iemocap,active
S3537,meld_dia107_utt10,meld,active
S3538,meld_dia844_utt9,meld,active
S3539,iemocap_Ses03F_impro03_F001,iemocap,active
S3540,mosi_2WGyTLYerpo_52,mosi,active
S3541,chsims_video_0052_0031,chsims,active
S3542,chsims_video_0058_0007,chsims,active
S3543,iemocap_Ses04M_impro05_M020,iemocap,active
S3544,mosi_nbWiPyCm4g0_3,mosi,active
S3545,chsims_aqgy3_0005_00017,chsims,active
S3546,meld_dia22_utt2,meld,active
S3547,meld_dia1008_utt9,meld,active
S3548,iemocap_Ses02M_script01_2_F001,iemocap,active
S3549,meld_dia326_utt6,meld,active
S3550,meld_dia482_utt13,meld,active
S3551,iemocap_Ses02M_script02_1_M026,iemocap,active
S3552,meld_dia474_utt10,meld,active
S3553,chsims_video_0045_0030,chsims,active
S3554,iemocap_Ses05M_script01_3_M019,iemocap,active
S3555,iemocap_Ses05M_impro03_F011,iemocap,active
S3556,meld_dia590_utt11,meld,active
S3557,meld_dia630_utt2,meld,active
S3558,meld_dia593_utt1,meld,active
S3559,chsims_csbgs2_0002_00009,chsims,active
S3560,iemocap_Ses02M_script03_2_F000,iemocap,active
S3561,iemocap_Ses05F_script03_2_F025,iemocap,active
S3562,chsims_video_0035_0015,chsims,active
S3563,iemocap_Ses05M_impro02_M022,iemocap,active
S3564,mosi_bvLlb-M3UXU_2,mosi,active
S3565,chsims_video_0060_0035,chsims,active
S3566,meld_dia351_utt15,meld,active
S3567,chsims_aqgy5_0029_00020,chsims,active
S3568,chsims_video_0029_0010,chsims,active
S3569,iemocap_Ses05M_impro03_F022,iemocap,active
S3570,chsims_video_0041_0020,chsims,active
S3571,chsims_test5_00019,chsims,active
S3572,mosi_Clx4VXItLTE_21,mosi,active
S3573,chsims_aqgy5_0006_00000,chsims,active
S3574,mosi_tmZoasNr4rU_14,mosi,active
S3575,chsims_video_0027_0042,chsims,active
S3576,mosi_2WGyTLYerpo_15,mosi,active
S3577,iemocap_Ses01M_impro03_M017,iemocap,active
S3578,meld_dia649_utt21,meld,active
S3579,iemocap_Ses05M_script01_2_F008,iemocap,active
S3580,iemocap_Ses02M_script01_3_F005,iemocap,active
S3581,mosi_d6hH302o4v8_31,mosi,active
S3582,chsims_video_0001_0023,chsims,active
S3583,meld_dia338_utt4,meld,active
S3584,meld_dia783_utt1,meld,active
S3585,iemocap_Ses03M_impro01_M000,iemocap,active
S3586,chsims_video_0037_0009,chsims,active
S3587,chsims_aqgy4_0011_00025,chsims,active
S3588,mosi_k5Y_838nuGo_4,mosi,active
S3589,mosi_2WGyTLYerpo_33,mosi,active
S3590,iemocap_Ses03M_impro02_M003,iemocap,active
S3591,chsims_aqgy4_0017_00002,chsims,active
S3592,meld_dia23_utt4,meld,active
S3593,chsims_video_0049_0020,chsims,active
S3594,meld_dia622_utt3,meld,active
S3595,mosi_cXypl4FnoZo_25,mosi,active
S3596,mosi_8OtFthrtaJM_6,mosi,active
S3597,mosi_BI97DNYfe5I_7,mosi,active
S3598,meld_dia759_utt2,meld,active
S3599,meld_dia324_utt2,meld,active
S3600,iemocap_Ses02F_impro04_F000,iemocap,active
S3601,iemocap_Ses02F_impro01_M019,iemocap,active
S3602,meld_dia913_utt4,meld,active
S3603,meld_dia680_utt3,meld,active
S3604,chsims_test5_00010,chsims,active
S3605,meld_dia848_utt7,meld,active
S3606,chsims_aqgy5_0007_00008,chsims,active
S3607,iemocap_Ses01M_script02_1_M040,iemocap,active
S3608,iemocap_Ses01M_script03_2_M005,iemocap,active
S3609,iemocap_Ses03M_impro01_F012,iemocap,active
S3610,iemocap_Ses05M_script01_1b_F030,iemocap,active
S3611,iemocap_Ses03M_impro05a_M016,iemocap,active
S3612,chsims_test1_00002,chsims,active
S3613,chsims_video_0045_0101,chsims,active
S3614,chsims_video_0048_0013,chsims,active
S3615,chsims_video_0001_0010,chsims,active
S3616,mosi_Sqr0AcuoNnk_15,mosi,active
S3617,meld_dia467_utt2,meld,active
S3618,mosi_GWuJjcEuzt8_12,mosi,active
S3619,chsims_video_0025_0032,chsims,active
S3620,iemocap_Ses05F_script03_2_M032,iemocap,active
S3621,iemocap_Ses03M_impro03_F021,iemocap,active
S3622,iemocap_Ses05M_script03_1_M010,iemocap,active
S3623,meld_dia49_utt13,meld,active
S3624,chsims_video_0014_0026,chsims,active
S3625,iemocap_Ses04F_script01_3_F008,iemocap,active
S3626,meld_dia123_utt10,meld,active
S3627,mosi_Iu2PFX3z_1s_14,mosi,active
S3628,iemocap_Ses02F_script02_2_M003,iemocap,active
S3629,iemocap_Ses03F_script01_3_M013,iemocap,active
S3630,mosi_9qR7uwkblbs_2,mosi,active
S3631,chsims_aqgy5_0018_00004,chsims,active
S3632,chsims_video_0024_0094,chsims,active
S3633,iemocap_Ses03F_impro05_F002,iemocap,active
S3634,chsims_video_0011_0029,chsims,active
S3635,meld_dia705_utt0,meld,active
S3636,meld_dia31_utt3,meld,active
S3637,mosi_2iD-tVS8NPw_12,mosi,active
S3638,mosi_Dg_0XKD0Mf4_9,mosi,active
S3639,meld_dia1026_utt13,meld,active
S3640,mosi_cW1FSBF59ik_9,mosi,active
S3641,iemocap_Ses05M_script02_1_M026,iemocap,active
S3642,meld_dia401_utt5,meld,active
S3643,chsims_aqgy5_0030_00013,chsims,active
S3644,iemocap_Ses05M_script03_2_F026,iemocap,active
S3645,chsims_aqgy4_0005_00051,chsims,active
S3646,chsims_aqgy5_0006_00035,chsims,active
S3647,chsims_video_0042_0007,chsims,active
S3648,iemocap_Ses04F_script01_3_F010,iemocap,active
S3649,meld_dia67_utt2,meld,active
S3650,chsims_aqgy5_0031_00054,chsims,active
S3651,chsims_aqgy3_0005_00023,chsims,active
S3652,chsims_aqgy5_0006_00025,chsims,active
S3653,meld_dia342_utt3,meld,active
S3654,iemocap_Ses04F_script02_2_F004,iemocap,active
S3655,chsims_aqgy5_0007_00021,chsims,active
S3656,iemocap_Ses03F_script01_1_M002,iemocap,active
S3657,chsims_test11_00014,chsims,active
S3658,chsims_video_0056_0054,chsims,active
S3659,meld_dia29_utt7,meld,active
S3660,iemocap_Ses02F_impro03_M015,iemocap,active
S3661,mosi_9J25DZhivz8_16,mosi,active
S3662,chsims_video_0011_0006,chsims,active
S3663,chsims_video_0013_0019,chsims,active
S3664,mosi_c7UH_rxdZv4_22,mosi,active
S3665,mosi_lXPQBPVc5Cw_24,mosi,active
S3666,chsims_video_0015_0013,chsims,active
S3667,meld_dia295_utt13,meld,active
S3668,meld_dia300_utt3,meld,active
S3669,iemocap_Ses03F_script02_2_F043,iemocap,active
S3670,chsims_video_0054_0110,chsims,active
S3671,meld_dia293_utt6,meld,active
S3672,chsims_video_0046_0002,chsims,active
S3673,iemocap_Ses04M_script02_1_M025,iemocap,active
S3674,meld_dia159_utt5,meld,active
S3675,iemocap_Ses02M_script03_2_F008,iemocap,active
S3676,mosi_7JsX8y1ysxY_23,mosi,active
S3677,iemocap_Ses02M_impro08_M021,iemocap,active
S3678,chsims_video_0054_0134,chsims,active
S3679,chsims_video_0046_0057,chsims,active
S3680,meld_dia827_utt5,meld,active
S3681,meld_dia208_utt9,meld,active
S3682,chsims_video_0045_0081,chsims,active
S3683,meld_dia418_utt16,meld,active
S3684,chsims_video_0016_0023,chsims,active
S3685,chsims_video_xjzw_00032,chsims,active
S3686,meld_dia770_utt14,meld,active
S3687,chsims_video_0027_0016,chsims,active
S3688,iemocap_Ses03M_impro02_M035,iemocap,active
S3689,iemocap_Ses01M_script01_2_M006,iemocap,active
S3690,iemocap_Ses02F_script01_1_F020,iemocap,active
S3691,meld_dia514_utt2,meld,active
S3692,iemocap_Ses02F_script03_2_M030,iemocap,active
S3693,chsims_aqgy5_0010_00023,chsims,active
S3694,mosi_9qR7uwkblbs_32,mosi,active
S3695,chsims_video_0060_0013,chsims,active
S3696,iemocap_Ses04M_impro07_F029,iemocap,active
S3697,chsims_aqgy5_0023_00002,chsims,active
S3698,meld_dia404_utt0,meld,active
S3699,meld_dia319_utt19,meld,active
S3700,meld_dia288_utt13,meld,active
S3701,chsims_aqgy5_0020_00011,chsims,active
S3702,iemocap_Ses05M_impro02_M002,iemocap,active
S3703,iemocap_Ses05M_impro07_M034,iemocap,active
S3704,iemocap_Ses04M_script02_2_F005,iemocap,active
S3705,chsims_video_0024_0053,chsims,active
S3706,chsims_aqgy5_0036_00026,chsims,active
S3707,mosi_1DmNV9C1hbY_5,mosi,active
S3708,iemocap_Ses05M_impro05_F012,iemocap,active
S3709,chsims_video_0056_0033,chsims,active
S3710,chsims_video_0056_0021,chsims,active
S3711,iemocap_Ses02F_impro03_F008,iemocap,active
S3712,iemocap_Ses04M_impro02_F027,iemocap,active
S3713,iemocap_Ses04F_impro05_F006,iemocap,active
S3714,iemocap_Ses01F_script03_1_M028,iemocap,active
S3715,meld_dia945_utt0,meld,active
S3716,meld_dia261_utt5,meld,active
S3717,mosi_iiK8YX8oH1E_10,mosi,active
S3718,meld_dia528_utt2,meld,active
S3719,chsims_video_0053_0020,chsims,active
S3720,chsims_test2_00021,chsims,active
S3721,chsims_video_0041_0009,chsims,active
S3722,iemocap_Ses04M_impro08_F003,iemocap,active
S3723,chsims_video_0046_0048,chsims,active
S3724,mosi_yDtzw_Y-7RU_6,mosi,active
S3725,chsims_aqgy4_0006_00016,chsims,active
S3726,iemocap_Ses04F_impro07_M075,iemocap,active
S3727,meld_dia696_utt2,meld,active
S3728,mosi_jUzDDGyPkXU_19,mosi,active
S3729,iemocap_Ses01M_impro03_F006,iemocap,active
S3730,chsims_test12_00021,chsims,active
S3731,iemocap_Ses03F_impro07_M004,iemocap,active
S3732,chsims_aqgy5_0024_00006,chsims,active
S3733,iemocap_Ses03F_impro05_M002,iemocap,active
S3734,iemocap_Ses02F_impro07_M006,iemocap,active
S3735,iemocap_Ses01M_script03_1_M018,iemocap,active
S3736,meld_dia849_utt1,meld,active
S3737,iemocap_Ses03F_script02_1_M034,iemocap,active
S3738,chsims_aqgy5_0030_00017,chsims,active
S3739,mosi_phBUpBr1hSo_4,mosi,active
S3740,mosi_VbQk4H8hgr0_43,mosi,active
S3741,chsims_aqgy5_0023_00003,chsims,active
S3742,mosi_cXypl4FnoZo_3,mosi,active
S3743,meld_dia242_utt4,meld,active
S3744,chsims_aqgy3_0003_00018,chsims,active
S3745,meld_dia388_utt6,meld,active
S3746,chsims_video_0030_0002,chsims,active
S3747,chsims_csbgs2_0003_00019,chsims,active
S3748,chsims_video_0035_0011,chsims,active
S3749,iemocap_Ses02F_script03_1_F019,iemocap,active
S3750,chsims_video_0041_0026,chsims,active
S3751,meld_dia265_utt3,meld,active
S3752,chsims_aqgy3_0008_00011,chsims,active
S3753,iemocap_Ses03M_script02_1_M014,iemocap,active
S3754,mosi_dq3Nf_lMPnE_4,mosi,active
S3755,mosi_2WGyTLYerpo_59,mosi,active
S3756,meld_dia637_utt0,meld,active
S3757,mosi_BXuRRbG0Ugk_10,mosi,active
S3758,chsims_aqgy5_0036_00004,chsims,active
S3759,meld_dia477_utt14,meld,active
S3760,chsims_video_0025_0020,chsims,active
S3761,chsims_video_0022_0022,chsims,active
S3762,mosi_PZ-lDQFboO8_8,mosi,active
S3763,chsims_csbgs2_0003_00002,chsims,active
S3764,chsims_aqgy5_0007_00004,chsims,active
S3765,meld_dia504_utt1,meld,active
S3766,chsims_video_0009_0019,chsims,active
S3767,meld_dia40_utt8,meld,active
S3768,iemocap_Ses01M_impro04_M005,iemocap,active
S3769,chsims_video_0011_0010,chsims,active
S3770,chsims_aqgy5_0024_00009,chsims,active
S3771,chsims_aqgy5_0009_00021,chsims,active
S3772,meld_dia482_utt10,meld,active
S3773,mosi_ob23OKe5a9Q_2,mosi,active
S3774,meld_dia349_utt10,meld,active
S3775,meld_dia145_utt7,meld,active
S3776,chsims_video_0029_0007,chsims,active
S3777,iemocap_Ses04F_impro03_F024,iemocap,active
S3778,chsims_video_0013_0008,chsims,active
S3779,iemocap_Ses02F_script03_1_M027,iemocap,active
S3780,meld_dia496_utt12,meld,active
S3781,mosi_aiEXnCPZubE_25,mosi,active
S3782,mosi_etzxEpPuc6I_2,mosi,active
S3783,mosi_f9O3YtZ2VfI_14,mosi,active
S3784,meld_dia11_utt6,meld,active
S3785,chsims_aqgy5_0028_00035,chsims,active
S3786,chsims_aqgy5_0029_00000,chsims,active
S3787,meld_dia585_utt0,meld,active
S3788,meld_dia791_utt16,meld,active
S3789,iemocap_Ses03F_script02_1_M005,iemocap,active
S3790,meld_dia1020_utt5,meld,active
S3791,iemocap_Ses02M_impro01_M006,iemocap,active
S3792,chsims_test14_00006,chsims,active
S3793,meld_dia383_utt2,meld,active
S3794,chsims_video_0051_0043,chsims,active
S3795,chsims_video_0054_0136,chsims,active
S3796,chsims_aqgy5_0033_00004,chsims,active
S3797,iemocap_Ses03F_script01_2_F003,iemocap,active
S3798,mosi_7JsX8y1ysxY_8,mosi,active
S3799,chsims_video_xjzw_00024,chsims,active
S3800,chsims_aqgy5_0036_00018,chsims,active
S3801,iemocap_Ses02F_impro05_F002,iemocap,active
S3802,iemocap_Ses05F_script01_1_M012,iemocap,active
S3803,chsims_video_0024_0019,chsims,active
S3804,meld_dia314_utt8,meld,active
S3805,iemocap_Ses05F_impro02_M037,iemocap,active
S3806,iemocap_Ses03F_script01_1_M051,iemocap,active
S3807,meld_dia736_utt2,meld,active
S3808,chsims_video_0030_0039,chsims,active
S3809,iemocap_Ses04M_script03_2_M033,iemocap,active
S3810,meld_dia295_utt5,meld,active
S3811,iemocap_Ses05M_impro01_F021,iemocap,active
S3812,chsims_aqgy5_0031_00026,chsims,active
S3813,meld_dia122_utt9,meld,active
S3814,meld_dia24_utt5,meld,active
S3815,meld_dia274_utt5,meld,active
S3816,meld_dia524_utt9,meld,active
S3817,mosi_wMbj6ajWbic_19,mosi,active
S3818,chsims_video_0056_0010,chsims,active
S3819,chsims_video_0010_0029,chsims,active
S3820,meld_dia526_utt6,meld,active
S3821,iemocap_Ses01F_script01_1_M041,iemocap,active
S3822,iemocap_Ses01M_script01_2_M008,iemocap,active
S3823,meld_dia493_utt9,meld,active
S3824,meld_dia457_utt9,meld,active
S3825,iemocap_Ses03M_script02_2_M034,iemocap,active
S3826,meld_dia368_utt0,meld,active
S3827,meld_dia810_utt7,meld,active
S3828,chsims_video_0022_0003,chsims,active
S3829,chsims_aqgy4_0008_00027,chsims,active
S3830,meld_dia120_utt10,meld,active
S3831,iemocap_Ses04M_script01_1_M009,iemocap,active
S3832,meld_dia747_utt13,meld,active
S3833,meld_dia38_utt5,meld,active
S3834,meld_dia898_utt0,meld,active
S3835,chsims_aqgy5_0027_00014,chsims,active
S3836,meld_dia840_utt7,meld,active
S3837,iemocap_Ses05M_script03_2_F027,iemocap,active
S3838,meld_dia66_utt1,meld,active
S3839,mosi_BXuRRbG0Ugk_30,mosi,active
S3840,iemocap_Ses05F_script03_2_M043,iemocap,active
S3841,meld_dia966_utt1,meld,active
S3842,mosi_bvLlb-M3UXU_25,mosi,active
S3843,iemocap_Ses03M_impro03_F005,iemocap,active
S3844,iemocap_Ses01M_impro05_M025,iemocap,active
S3845,meld_dia772_utt4,meld,active
S3846,meld_dia907_utt3,meld,active
S3847,iemocap_Ses04F_script01_3_M005,iemocap,active
S3848,mosi_2iD-tVS8NPw_30,mosi,active
S3849,meld_dia46_utt7,meld,active
S3850,iemocap_Ses03F_impro07_F032,iemocap,active
S3851,chsims_aqgy5_0009_00006,chsims,active
S3852,meld_dia964_utt16,meld,active
S3853,chsims_video_0040_0037,chsims,active
S3854,chsims_video_0046_0059,chsims,active
S3855,meld_dia448_utt11,meld,active
S3856,chsims_video_0053_0050,chsims,active
S3857,mosi_0h-zjBukYpk_20,mosi,active
S3858,chsims_aqgy5_0028_00041,chsims,active
S3859,meld_dia479_utt7,meld,active
S3860,meld_dia21_utt2,meld,active
S3861,iemocap_Ses01M_impro03_M015,iemocap,active
S3862,iemocap_Ses03F_script03_1_M013,iemocap,active
S3863,iemocap_Ses04M_script01_1_M028,iemocap,active
S3864,mosi__dI--eQ6qVU_25,mosi,active
S3865,meld_dia448_utt1,meld,active
S3866,chsims_video_0002_0010,chsims,active
S3867,chsims_video_0015_0021,chsims,active
S3868,iemocap_Ses01M_script03_1_F035,iemocap,active
S3869,iemocap_Ses05F_script03_2_M021,iemocap,active
S3870,meld_dia507_utt15,meld,active
S3871,meld_dia449_utt9,meld,active
S3872,chsims_video_0056_0020,chsims,active
S3873,iemocap_Ses01F_script01_1_F001,iemocap,active
S3874,meld_dia526_utt5,meld,active
S3875,meld_dia252_utt14,meld,active
S3876,meld_dia295_utt3,meld,active
S3877,chsims_aqgy5_0030_00006,chsims,active
S3878,chsims_video_0036_0001,chsims,active
S3879,iemocap_Ses02M_script02_1_M029,iemocap,active
S3880,chsims_aqgy5_0008_00031,chsims,active
S3881,chsims_video_0045_0061,chsims,active
S3882,chsims_video_0009_0038,chsims,active
S3883,chsims_video_0013_0017,chsims,active
S3884,meld_dia234_utt11,meld,active
S3885,meld_dia500_utt0,meld,active
S3886,iemocap_Ses03M_script01_1_F036,iemocap,active
S3887,iemocap_Ses01F_impro05_F030,iemocap,active
S3888,meld_dia911_utt0,meld,active
S3889,iemocap_Ses02F_script01_1_F010,iemocap,active
S3890,iemocap_Ses05F_impro02_F025,iemocap,active
S3891,mosi_BXuRRbG0Ugk_17,mosi,active
S3892,meld_dia253_utt0,meld,active
S3893,chsims_video_0055_0001,chsims,active
S3894,chsims_aqgy3_0008_00004,chsims,active
S3895,meld_dia607_utt11,meld,active
S3896,iemocap_Ses04M_impro05_M030,iemocap,active
S3897,iemocap_Ses04M_impro03_M023,iemocap,active
S3898,chsims_aqgy5_0015_00009,chsims,active
S3899,chsims_video_0001_0002,chsims,active
S3900,iemocap_Ses03M_script02_2_M026,iemocap,active
S3901,meld_dia526_utt4,meld,active
S3902,chsims_aqgy3_0005_00028,chsims,active
S3903,iemocap_Ses03M_impro03_F006,iemocap,active
S3904,chsims_aqgy4_0012_00036,chsims,active
S3905,chsims_aqgy5_0017_00009,chsims,active
S3906,iemocap_Ses03M_script02_2_M005,iemocap,active
S3907,mosi_cM3Yna7AavY_9,mosi,active
S3908,meld_dia233_utt1,meld,active
S3909,chsims_video_0013_0016,chsims,active
S3910,mosi_yvsjCA6Y5Fc_21,mosi,active
S3911,iemocap_Ses03M_impro03_F010,iemocap,active
S3912,chsims_aqgy4_0005_00034,chsims,active
S3913,meld_dia537_utt4,meld,active
S3914,meld_dia997_utt3,meld,active
S3915,iemocap_Ses02M_script01_2_F013,iemocap,active
S3916,mosi_G-xst2euQUc_12,mosi,active
S3917,chsims_aqgy5_0031_00038,chsims,active
S3918,meld_dia127_utt4,meld,active
S3919,iemocap_Ses02M_script02_1_F002,iemocap,active
S3920,iemocap_Ses05M_script02_2_F023,iemocap,active
S3921,meld_dia428_utt1,meld,active
S3922,meld_dia860_utt10,meld,active
S3923,iemocap_Ses03F_script01_1_F004,iemocap,active
S3924,chsims_video_0023_0006,chsims,active
S3925,meld_dia848_utt3,meld,active
S3926,meld_dia362_utt5,meld,active
S3927,meld_dia84_utt4,meld,active
S3928,meld_dia301_utt7,meld,active
S3929,meld_dia949_utt9,meld,active
S3930,chsims_video_0013_0024,chsims,active
S3931,chsims_aqgy5_0008_00005,chsims,active
S3932,meld_dia426_utt7,meld,active
S3933,meld_dia67_utt15,meld,active
S3934,chsims_video_0057_0022,chsims,active
S3935,meld_dia241_utt7,meld,active
S3936,meld_dia496_utt6,meld,active
S3937,iemocap_Ses02M_script01_1_F004,iemocap,active
S3938,meld_dia544_utt6,meld,active
S3939,iemocap_Ses02M_impro03_M020,iemocap,active
S3940,chsims_video_0023_0033,chsims,active
S3941,iemocap_Ses02M_impro04_M020,iemocap,active
S3942,iemocap_Ses02M_impro03_F023,iemocap,active
S3943,chsims_video_0016_0024,chsims,active
S3944,iemocap_Ses03M_script02_2_F040,iemocap,active
S3945,meld_dia572_utt1,meld,active
S3946,meld_dia300_utt11,meld,active
S3947,meld_dia956_utt4,meld,active
S3948,chsims_video_0037_0007,chsims,active
S3949,chsims_video_0054_0014,chsims,active
S3950,meld_dia822_utt3,meld,active
S3951,chsims_video_0054_0090,chsims,active
S3952,meld_dia138_utt12,meld,active
S3953,mosi_9qR7uwkblbs_22,mosi,active
S3954,meld_dia359_utt5,meld,active
S3955,chsims_aqgy5_0007_00028,chsims,active
S3956,meld_dia905_utt8,meld,active
S3957,meld_dia286_utt3,meld,active
